EE50.SLX.8966.N701_N504.bam	EE50.SLX.8966.N701_N505.bam	EE50.SLX.8966.N701_N507.bam	EE50.SLX.8966.N701_N508.bam	EE50.SLX.8966.N702_N501.bam	EE50.SLX.8966.N702_N502.bam	EE50.SLX.8966.N702_N504.bam	EE50.SLX.8966.N702_N506.bam	EE50.SLX.8966.N703_N501.bam	EE50.SLX.8966.N703_N502.bam	EE50.SLX.8966.N703_N507.bam	EE50.SLX.8966.N704_N502.bam	EE50.SLX.8966.N704_N504.bam	EE50.SLX.8966.N704_N505.bam	EE50.SLX.8966.N704_N506.bam	EE50.SLX.8966.N704_N507.bam	EE50.SLX.8966.N704_N508.bam	EE50.SLX.8966.N705_N501.bam	EE50.SLX.8966.N705_N502.bam	EE50.SLX.8966.N705_N504.bam	EE50.SLX.8966.N705_N505.bam	EE50.SLX.8966.N705_N506.bam	EE50.SLX.8966.N705_N507.bam	EE50.SLX.8966.N706_N501.bam	EE50.SLX.8966.N706_N506.bam	EE50.SLX.8966.N706_N507.bam	EE50.SLX.8966.N707_N501.bam	EE50.SLX.8966.N707_N502.bam	EE50.SLX.8966.N707_N503.bam	EE50.SLX.8966.N707_N504.bam	EE50.SLX.8966.N707_N507.bam	EE50.SLX.8966.N707_N508.bam	EE50.SLX.8966.N708_N505.bam	EE50.SLX.8966.N708_N506.bam	EE50.SLX.8966.N708_N508.bam	EE50.SLX.8966.N709_N501.bam	EE50.SLX.8966.N709_N502.bam	EE50.SLX.8966.N709_N504.bam	EE50.SLX.8966.N709_N506.bam	EE50.SLX.8966.N709_N507.bam	EE50.SLX.8966.N709_N508.bam	EE50.SLX.8966.N710_N502.bam	EE50.SLX.8966.N710_N506.bam	EE50.SLX.8966.N710_N507.bam	EE50.SLX.8966.N710_N508.bam	EE50.SLX.8966.N711_N502.bam	EE50.SLX.8966.N711_N507.bam	EE50.SLX.8966.N712_N502.bam	EE50.SLX.8966.N712_N504.bam	EE50.SLX.8966.N712_N505.bam	EE50.SLX.8966.N712_N508.bam
DPH3	95	0	0	0	0	0	1	0	0	0	0	0	0	34	1	1	0	0	0	1	0	17	284	756	0	0	0	0	0	0	0	0	1	109	0	22	0	0	0	0	0	0	0	33	1	0	152	0	0	0	0
OXNAD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	49	70	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RFTN1	0	99	0	13	0	0	248	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	63	0	0	0	179	0
PLCL2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0	37	0	1	0	0	326	0	0	0	0	0	1	0	0	18	0	0	0	0	61	0	1	0	1	0	0	0	0	0	0
TBC1D5	0	0	0	0	36	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	76	0	0	0	54	0	0	164	138	0	0	0	0	21	0	0
SATB1	0	0	0	0	2	0	0	0	0	0	0	275	0	0	1	0	0	0	0	0	0	1	0	0	0	0	180	0	0	0	0	0	0	0	0	20	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0
KCNH8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFHB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	44	88	0	175	0	0	0	0	0	0	0	0
RAB5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
KAT2B	0	0	0	0	0	0	0	0	157	5	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	8	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0
SGOL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2E1	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKIRAS1	0	0	0	0	0	0	158	0	0	69	0	0	0	0	1	1	0	0	0	0	0	20	80	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
RPL15	0	0	0	0	0	220	0	0	0	0	0	0	0	0	1	1	0	0	0	0	27	62	0	0	0	0	0	313	2	0	0	0	0	0	0	57	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
THRB	0	0	0	0	120	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARB	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	16	0	0	0	0	0	0	0
TOP2B	1	39	0	0	0	0	1	0	0	0	0	0	0	15	1	1	0	0	0	1	0	48	0	438	0	0	0	0	0	0	502	0	1	0	0	0	0	0	0	0	0	139	1	164	1	0	0	0	0	0	0
NGLY1	0	91	0	0	0	0	0	0	0	53	0	0	0	16	122	0	0	0	1551	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	285	0	0	0	105	0	0	0	0	0	0	0	0
NEK10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	14	106	6	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0
CMC1	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0
STT3B	69	40	0	0	0	0	29	9	1	596	0	0	0	14	0	98	0	1454	0	237	87	4	1	0	37	0	1	0	1	0	0	2	82	190	58	13	0	0	0	0	894	570	348	1	0	0	0	1	124	0	1
OSBPL10	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	16	0	0	0	0	48	106	0	0	0	0	0	0	0	3194	0	0	0	0	0	0	0	6	0	0	0	0	0	0	232	0	0
CMTM7	0	0	0	1	0	0	0	0	0	555	0	0	0	25	0	0	3	0	12	0	88	97	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	26	0	0	54	0	1270	0	0	0	0	0	22
CMTM6	0	0	38	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	1
DYNC1LI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119
CNOT10	0	0	0	0	0	0	0	0	0	0	0	102	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
CCR4	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	229	1	0	0	0	0	0	0
GLB1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPPE	273	0	0	0	0	0	0	0	0	68	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	174	0	0	0	0	0	0	0	0	0	0	1
FBXL2	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBP1	1	0	0	0	0	0	1	0	76	0	0	0	0	0	1	1	0	0	0	1	0	6	466	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CLASP2	0	0	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	51	2	0	0	0	0	0	0	0	0	0	29	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD6IP	0	113	0	0	0	0	0	2	0	0	260	182	209	2	135	0	1	0	0	0	0	1	0	3	0	0	0	0	113	0	181	1	81	0	0	159	0	0	98	249	0	1	0	1	396	1	0	0	0	0	0
STAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRANK1	1496	0	0	0	0	0	1040	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	125	0	0	13	0	31	0	0
EPM2AIP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLH1	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	26	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRFIP2	0	0	0	0	0	22	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	126	0	0	0	0	1	0	0	0	0	0	0
GOLGA4	0	0	0	0	0	0	10	0	0	0	0	4	0	12	0	0	11	0	0	0	1	0	350	1	0	223	0	0	0	0	1123	1	0	165	122	50	33	0	0	43	0	18	780	12	0	0	21	0	0	14	0
ITGA9	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
CTDSPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCD1	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLEC1	0	0	0	0	0	0	0	0	0	0	0	163	0	19	0	0	79	0	0	0	166	11	0	0	0	0	0	0	0	69	0	12	0	0	0	6	0	0	0	0	0	0	0	0	983	0	0	0	0	0	0
ACAA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2B	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN11A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR48	0	0	12	0	0	0	1	0	0	45	0	0	0	3	1	1	0	0	0	1	0	2	125	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	167	0	0	0
GORASP1	0	0	0	0	0	0	101	0	0	0	252	0	99	0	0	96	274	0	0	0	0	227	215	0	0	0	0	0	0	102	0	39	0	0	645	96	202	228	0	395	0	29	0	0	0	0	0	0	0	0	17
CX3CR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MOBP	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYRIP	0	0	0	0	0	0	0	0	0	0	151	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ENTPD3	0	9	0	4	1	0	16	10	0	0	4	1	1	4	4	5	4	0	6	3	3	0	2	11	0	0	0	0	2	2	0	2	0	4	0	0	0	0	0	0	0	2	0	26	0	3	0	2	0	0	6
RPL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	208	0	0	0	0	0	0	0	0	0	300	0
ZNF619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	47	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTNNB1	80	0	0	0	56	319	94	0	67	0	0	0	104	88	0	0	67	0	130	0	53	71	43	0	97	0	49	45	53	75	39	35	75	256	203	51	66	13	108	202	0	0	78	92	0	0	0	0	0	0	1
ULK4	0	0	0	0	0	0	46	1	0	0	49	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	98	0	0	0	0	6	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
TRAK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIPR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC22C	1020	0	0	0	0	0	1235	13	0	0	16	69	0	6	1590	0	24	0	0	0	0	109	12	0	0	0	0	0	240	0	0	0	16	0	629	98	0	0	0	14	354	177	650	0	0	597	248	0	10	0	113
SS18L2	0	0	0	0	0	10	528	1	0	0	0	0	0	1	0	36	0	0	0	0	0	64	27	0	0	0	0	65	0	0	0	11	0	0	392	0	0	0	0	4	262	0	0	74	155	0	7	0	0	0	9
NKTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	3	113	0	0	0	0	34	0	0
KBTBD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC13	0	0	0	0	0	0	0	1	0	5	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	146	28	309	0	0	0	0	0	226	0	2768	0	0	0	0	0	0
HIGD1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM198A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO10	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
C3orf23	0	0	16	0	0	0	528	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
ZNF445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1491	972	714	0	92	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ZNF167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ZNF660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF502	7	0	0	0	4	0	0	0	0	0	0	0	4	2	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0
TGM4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	118	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZDHHC3	0	18	0	0	0	0	0	0	0	0	0	0	0	12	305	0	0	0	183	0	0	20	0	0	1	0	0	0	0	0	203	0	0	0	0	8	0	47	0	27	0	0	0	67	0	0	40	0	0	0	9
EXOSC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDCP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LARS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	7	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIMD1	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
SACM1L	0	0	0	0	38	119	0	1	0	0	0	0	0	1	0	0	24	0	0	0	0	1	0	67	0	0	0	0	0	0	0	0	0	0	101	7	0	0	0	0	0	0	0	0	236	0	7	0	0	0	0
SLC6A20	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
CCR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FYCO1	0	0	0	0	0	0	0	0	1471	0	0	0	0	0	1	0	0	23	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0
PRSS50	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL3	0	9	0	0	15	0	0	0	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	21	0	0	0	0	0	0	10
PTH1R	0	1	9	0	2	0	0	0	0	82	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC12	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	30	0	0	43	0	0	3	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0
NBEAL2	0	0	0	0	94	0	1	1124	0	0	0	0	0	0	414	1	1	0	0	1	0	0	0	0	0	0	0	0	5	27	0	0	88	0	0	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SETD2	0	70	0	0	0	8	58	0	6	59	0	0	0	18	0	0	0	14	0	0	213	0	57	2	0	0	0	0	0	0	0	0	0	0	812	66	0	0	11	0	0	0	0	132	28	0	0	32	0	0	0
KIF9	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	90	0	0	0	0	0	3	0	0	0	0	0
KLHL18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN23	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCC1	0	0	9	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0
DHX30	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	21	0	0	0	0	0	0	18
MAP4	0	0	0	0	0	420	0	1	0	0	122	0	0	1	0	0	0	0	0	0	129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	468	0	0	0	0	0	0
ZNF589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC51	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC72	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATRIP	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0
PFKFB4	1	0	0	0	40	0	1	0	0	0	0	0	0	5	1	76	6	0	0	1	0	11	0	0	0	0	0	0	0	49	171	16	78	0	0	17	0	27	207	34	0	39	1	21	1	0	11	0	0	0	19
UCN2	1	0	1	0	82	0	1	0	0	0	0	0	0	15	2	90	1	1	0	1	0	10	0	1	0	0	0	0	0	153	636	31	214	0	1	7	0	3	491	345	0	103	1	54	1	0	46	0	0	1	23
COL7A1	1	0	0	0	0	8	1	0	0	0	0	0	0	31	1	1	0	0	0	1	0	82	0	0	0	0	0	0	0	283	0	0	1	0	0	11	0	0	0	58	0	0	1	2	2908	0	92	0	43	0	0
UQCRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
SLC26A6	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR3	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	4	0	0	0	0	254	236	0	1	0	0	0	0	0	0	3	585	0	266	0	0	0	164	0	0	11	0	0	0	63
NCKIPSD	0	382	0	0	0	0	1311	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	33	0	0	0	0	0	1317	0	484	0	278	1738	0	0	0	0	0	0	0	0
PRKAR2A	1	0	0	0	0	0	1	125	0	0	0	5	0	0	1	1	0	0	0	1	0	14	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SLC25A20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	5	0	0	0	0	0	0	0
ARIH2	0	17	0	226	34	0	544	0	0	0	0	0	0	153	474	0	151	0	0	1	633	118	116	0	0	0	0	0	0	136	0	40	0	320	0	38	180	0	0	150	0	0	0	0	19850	118	0	0	177	0	0
P4HTM	0	0	0	0	0	0	0	0	0	0	113	0	0	6	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	81	0	33	0	0	0	0	0	0	0	64	0	0	0	1	0	0	0	0	0	0	0
WDR6	0	0	0	0	0	0	83	0	0	0	113	0	0	0	0	0	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	76	415	0
DALRD3	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
